common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Grey-winged Cotinga ,Tijuca condita ,False,9,3,False,True,False,False,False
Chestnut-capped Piha ,Lipaugus weberi ,False,36,1,False,True,False,False,False
Dusky Piha ,Lipaugus fuscocinereus ,False,27,7,False,True,False,False,False
Scimitar-winged Piha ,Lipaugus uropygialis ,False,2,0,False,True,False,False,False
Rufous Piha ,Lipaugus unirufus ,False,80,28,False,True,False,False,False
Screaming Piha ,Lipaugus vociferans ,False,320,1182,False,True,False,False,False
Cinnamon-vented Piha ,Lipaugus lanioides ,False,35,39,False,True,False,False,False
Rose-collared Piha ,Lipaugus streptophorus ,False,7,0,False,True,False,False,False
Black-faced Cotinga ,Conioptilon mcilhennyi ,False,35,24,False,True,False,False,False
Grey-tailed Piha ,Snowornis subalaris ,False,23,3,False,True,False,False,False
Olivaceous Piha ,Snowornis cryptolophus ,False,5,0,False,True,False,False,False
Purple-throated Cotinga ,Porphyrolaema porphyrolaema ,False,6,1,False,True,False,False,False
Pompadour Cotinga ,Xipholena punicea ,False,42,6,False,True,False,False,False
White-tailed Cotinga ,Xipholena lamellipennis ,False,10,1,False,True,False,False,False
White-winged Cotinga ,Xipholena atropurpurea ,False,10,0,False,True,False,False,False
Black-tipped Cotinga ,Carpodectes hopkei ,False,2,0,False,True,False,False,False
Snowy Cotinga ,Carpodectes nitidus ,False,1,0,False,True,False,False,False
Yellow-billed Cotinga ,Carpodectes antoniae ,False,0,0,False,True,False,False,False
Bare-necked Fruitcrow ,Gymnoderus foetidus ,False,1,0,False,True,False,False,False
Purple-throated Fruitcrow ,Querula purpurata ,False,151,252,False,True,False,False,False
Crimson Fruitcrow ,Haematoderus militaris ,False,4,0,False,True,False,False,False
Red-ruffed Fruitcrow ,Pyroderus scutatus ,False,46,9,False,True,False,False,False
Capuchinbird ,Perissocephalus tricolor ,False,50,8,False,True,False,False,False
Bare-necked Umbrellabird ,Cephalopterus glabricollis ,False,1,0,False,True,False,False,False
Amazonian Umbrellabird ,Cephalopterus ornatus ,False,9,2,False,True,False,False,False
Long-wattled Umbrellabird ,Cephalopterus penduliger ,False,18,1,False,True,False,False,False
Dwarf Tyrant-Manakin ,Tyranneutes stolzmanni ,False,161,280,False,True,False,False,False
Tiny Tyrant-Manakin ,Tyranneutes virescens ,False,32,33,False,True,False,False,False
Saffron-crested Tyrant-Manakin ,Neopelma chrysocephalum ,False,99,14,False,True,False,False,False
Sulphur-bellied Tyrant-Manakin ,Neopelma sulphureiventer ,False,31,10,False,True,False,False,False
Pale-bellied Tyrant-Manakin ,Neopelma pallescens ,False,51,17,False,True,False,False,False
Wied's Tyrant-Manakin ,Neopelma aurifrons ,False,21,0,False,True,False,False,False
Serra do Mar Tyrant-Manakin ,Neopelma chrysolophum ,False,37,7,False,True,False,False,False
Yellow-headed Manakin ,Chloropipo flavicapilla ,False,14,0,False,True,False,False,False
Jet Manakin ,Chloropipo unicolor ,False,6,0,False,True,False,False,False
Araripe Manakin ,Antilophia bokermanni ,False,56,1,False,True,False,False,False
Helmeted Manakin ,Antilophia galeata ,False,81,10,False,True,False,False,False
Long-tailed Manakin ,Chiroxiphia linearis ,False,95,93,False,True,False,False,False
Lance-tailed Manakin ,Chiroxiphia lanceolata ,False,87,45,False,True,False,False,False
Blue-backed Manakin ,Chiroxiphia pareola ,False,197,125,False,True,False,False,False
Yungas Manakin ,Chiroxiphia boliviana ,False,64,118,False,True,False,False,False
Blue Manakin ,Chiroxiphia caudata ,False,233,662,False,True,False,False,False
Pin-tailed Manakin ,Ilicura militaris ,False,65,33,False,True,False,False,False
Golden-winged Manakin ,Masius chrysopterus ,False,19,3,False,True,False,False,False
White-throated Manakin ,Corapipo gutturalis ,False,22,4,False,True,False,False,False
White-ruffed Manakin ,Corapipo altera ,False,25,1,False,True,False,False,False
White-bibbed Manakin ,Corapipo leucorrhoa ,False,5,0,False,True,False,False,False
Olive Manakin ,Xenopipo uniformis ,False,7,0,False,True,False,False,False
Black Manakin ,Xenopipo atronitens ,False,25,2,False,True,False,False,False
Green Manakin ,Cryptopipo holochlora ,False,14,0,False,False,False,False,False
Blue-crowned Manakin ,Lepidothrix coronata ,False,140,89,False,True,False,False,False
Snow-capped Manakin ,Lepidothrix nattereri ,False,36,9,False,True,False,False,False
Golden-crowned Manakin ,Lepidothrix vilasboasi ,False,7,0,False,True,False,False,False
Opal-crowned Manakin ,Lepidothrix iris ,False,21,2,False,True,False,False,False
Orange-bellied Manakin ,Lepidothrix suavissima ,False,16,1,False,True,False,False,False
White-fronted Manakin ,Lepidothrix serena ,False,35,5,False,True,False,False,False
Blue-rumped Manakin ,Lepidothrix isidorei ,False,50,7,False,True,False,False,False
Cerulean-capped Manakin ,Lepidothrix coeruleocapilla ,False,8,1,False,True,False,False,False
Orange-crested Manakin ,Heterocercus aurantiivertex ,False,23,3,False,True,False,False,False
Yellow-crested Manakin ,Heterocercus flavivertex ,False,10,1,False,True,False,False,False
Flame-crested Manakin ,Heterocercus linteatus ,False,12,0,False,True,False,False,False
White-bearded Manakin ,Manacus manacus ,False,264,113,False,True,False,False,False
White-collared Manakin ,Manacus candei ,False,56,17,False,True,False,False,False
Golden-collared Manakin ,Manacus vitellinus ,False,58,44,False,True,False,False,False
Orange-collared Manakin ,Manacus aurantiacus ,False,32,3,False,True,False,False,False
Crimson-hooded Manakin ,Pipra aureola ,False,24,0,False,True,False,False,False
Wire-tailed Manakin ,Pipra filicauda ,False,19,6,False,True,False,False,False
Band-tailed Manakin ,Pipra fasciicauda ,False,62,50,False,True,False,False,False
Club-winged Manakin ,Machaeropterus deliciosus ,False,61,26,False,True,False,False,False
Kinglet Manakin ,Machaeropterus regulus ,False,27,2,False,True,False,False,False
Striolated Manakin ,Machaeropterus striolatus ,False,65,17,False,True,False,False,False
Painted Manakin ,Machaeropterus eckelberryi ,False,6,0,False,False,False,False,False
Fiery-capped Manakin ,Machaeropterus pyrocephalus ,False,44,113,False,True,False,False,False
White-crowned Manakin ,Pseudopipra pipra ,False,109,21,False,True,False,False,False
Scarlet-horned Manakin ,Ceratopipra cornuta ,False,18,1,False,True,False,False,False
Red-capped Manakin ,Ceratopipra mentalis ,False,86,35,False,True,False,False,False
Round-tailed Manakin ,Ceratopipra chloromeros ,False,20,23,False,True,False,False,False
Golden-headed Manakin ,Ceratopipra erythrocephala ,False,146,34,False,True,False,False,False
Red-headed Manakin ,Ceratopipra rubrocapilla ,False,95,63,False,True,False,False,False
Sharpbill ,Oxyruncus cristatus ,False,62,20,False,True,False,False,False
Amazonian Royal Flycatcher ,Onychorhynchus coronatus ,False,42,6,False,True,False,False,False
Northern Royal Flycatcher ,Onychorhynchus mexicanus ,False,15,4,False,True,False,False,False
Pacific Royal Flycatcher ,Onychorhynchus occidentalis ,False,4,3,False,True,False,False,False
Atlantic Royal Flycatcher ,Onychorhynchus swainsoni ,False,18,1,False,False,False,False,False
Tawny-breasted Myiobius ,Myiobius villosus ,False,10,0,False,True,False,False,False
Sulphur-rumped Myiobius ,Myiobius sulphureipygius ,False,15,0,False,True,False,False,False
Whiskered Myiobius ,Myiobius barbatus ,False,37,5,False,True,False,False,False
Black-tailed Myiobius ,Myiobius atricaudus ,False,23,2,False,True,False,False,False
Ruddy-tailed Flycatcher ,Terenotriccus erythrurus ,False,74,23,False,True,False,False,False
Black-crowned Tityra ,Tityra inquisitor ,False,24,2,False,True,False,False,False
Black-tailed Tityra ,Tityra cayana ,False,70,21,False,True,False,False,False
Masked Tityra ,Tityra semifasciata ,False,90,68,False,True,False,False,False
Varzea Schiffornis ,Schiffornis major ,False,59,35,False,True,False,False,False
Guianan Schiffornis ,Schiffornis olivacea ,False,18,7,False,False,False,False,False
Northern Schiffornis ,Schiffornis veraepacis ,False,80,16,False,False,False,False,False
Foothill Schiffornis ,Schiffornis aenea ,False,29,10,False,False,False,False,False
Russet-winged Schiffornis ,Schiffornis stenorhyncha ,False,27,11,False,False,False,False,False
Brown-winged Schiffornis ,Schiffornis turdina ,False,108,40,False,True,False,False,False
Greenish Schiffornis ,Schiffornis virescens ,False,115,142,False,True,False,False,False
Speckled Mourner ,Laniocera rufescens ,False,17,6,False,True,False,False,False
Cinereous Mourner ,Laniocera hypopyrra ,False,99,19,False,True,False,False,False
Buff-throated Purpletuft ,Iodopleura pipra ,False,21,2,False,True,False,False,False
Dusky Purpletuft ,Iodopleura fusca ,False,16,0,False,True,False,False,False
White-browed Purpletuft ,Iodopleura isabellae ,False,28,2,False,True,False,False,False
Brazilian Laniisoma ,Laniisoma elegans ,False,30,2,False,True,False,False,False
Andean Laniisoma ,Laniisoma buckleyi ,False,19,0,False,True,False,False,False
White-naped Xenopsaris ,Xenopsaris albinucha ,False,36,1,False,True,False,False,False
Green-backed Becard ,Pachyramphus viridis ,False,89,18,False,True,False,False,False
Yellow-cheeked Becard ,Pachyramphus xanthogenys ,False,23,5,False,False,False,False,False
Barred Becard ,Pachyramphus versicolor ,False,43,10,False,True,False,False,False
Slaty Becard ,Pachyramphus spodiurus ,False,11,0,False,True,False,False,False
Cinereous Becard ,Pachyramphus rufus ,False,45,5,False,True,False,False,False
Chestnut-crowned Becard ,Pachyramphus castaneus ,False,115,85,False,True,False,False,False
Cinnamon Becard ,Pachyramphus cinnamomeus ,False,80,53,False,True,False,False,False
White-winged Becard ,Pachyramphus polychopterus ,False,219,266,False,True,False,False,False
Black-capped Becard ,Pachyramphus marginatus ,False,90,92,False,True,False,False,False
Black-and-white Becard ,Pachyramphus albogriseus ,False,35,7,False,True,False,False,False
Grey-collared Becard ,Pachyramphus major ,False,23,8,False,True,False,False,False
Glossy-backed Becard ,Pachyramphus surinamus ,False,15,3,False,True,False,False,False
One-colored Becard ,Pachyramphus homochrous ,False,18,3,False,True,False,False,False
Pink-throated Becard ,Pachyramphus minor ,False,45,50,False,True,False,False,False
Crested Becard ,Pachyramphus validus ,False,56,9,False,True,False,False,False
Rose-throated Becard ,Pachyramphus aglaiae ,False,90,126,False,True,False,False,False
Jamaican Becard ,Pachyramphus niger ,False,9,0,False,False,False,False,False
Albert's Lyrebird ,Menura alberti ,False,19,10,False,False,False,True,False
Superb Lyrebird ,Menura novaehollandiae ,False,55,78,False,False,False,True,False
Rufous Scrubbird ,Atrichornis rufescens ,False,43,3,False,False,False,True,False
Noisy Scrubbird ,Atrichornis clamosus ,False,11,2,False,False,False,True,False
Ochre-breasted Catbird ,Ailuroedus stonii ,False,3,1,False,False,False,False,False
White-eared Catbird ,Ailuroedus buccoides ,False,0,0,False,False,True,True,False
Tan-capped Catbird ,Ailuroedus geislerorum ,False,9,6,False,False,False,False,False
Green Catbird ,Ailuroedus crassirostris ,False,25,13,False,False,False,True,False
Spotted Catbird ,Ailuroedus maculosus ,False,45,38,False,False,False,False,False
Huon Catbird ,Ailuroedus astigmaticus ,False,1,0,False,False,False,False,False
Black-capped Catbird ,Ailuroedus melanocephalus ,False,1,0,False,False,False,False,False
Northern Catbird ,Ailuroedus jobiensis ,False,2,2,False,False,False,False,False
Arfak Catbird ,Ailuroedus arfakianus ,False,7,1,False,False,False,False,False
Black-eared Catbird ,Ailuroedus melanotis ,False,9,2,False,False,True,True,False
Tooth-billed Bowerbird ,Scenopoeetes dentirostris ,False,37,2,False,False,False,True,False
Archbold's Bowerbird ,Archboldia papuensis ,False,10,0,False,False,True,True,False
Vogelkop Bowerbird ,Amblyornis inornata ,False,14,1,False,False,True,True,False
MacGregor's Bowerbird ,Amblyornis macgregoriae ,False,8,0,False,False,True,True,False
Streaked Bowerbird ,Amblyornis subalaris ,False,1,0,False,False,True,True,False
Golden-fronted Bowerbird ,Amblyornis flavifrons ,False,0,0,False,False,True,True,False
Golden Bowerbird ,Prionodura newtoniana ,False,13,0,False,False,False,True,False
Masked Bowerbird ,Sericulus aureus ,False,3,0,False,False,True,True,False
Flame Bowerbird ,Sericulus ardens ,False,5,0,False,False,True,True,False
Fire-maned Bowerbird ,Sericulus bakeri ,False,1,0,False,False,True,True,False
Regent Bowerbird ,Sericulus chrysocephalus ,False,5,0,False,False,False,True,False
Satin Bowerbird ,Ptilonorhynchus violaceus ,False,47,37,False,False,False,True,False
Western Bowerbird ,Chlamydera guttata ,False,7,0,False,False,False,True,False
Great Bowerbird ,Chlamydera nuchalis ,False,10,4,False,False,False,True,False
Spotted Bowerbird ,Chlamydera maculata ,False,20,5,False,False,False,True,False
Yellow-breasted Bowerbird ,Chlamydera lauterbachi ,False,1,0,False,False,True,True,False
Fawn-breasted Bowerbird ,Chlamydera cerviniventris ,False,3,1,False,False,True,True,False
White-throated Treecreeper ,Cormobates leucophaea ,False,70,65,False,False,False,True,False
Papuan Treecreeper ,Cormobates placens ,False,16,4,False,False,True,True,False
Red-browed Treecreeper ,Climacteris erythrops ,False,5,1,False,False,False,True,False
White-browed Treecreeper ,Climacteris affinis ,False,5,0,False,False,False,True,False
Rufous Treecreeper ,Climacteris rufus ,False,7,2,False,False,False,True,False
Brown Treecreeper ,Climacteris picumnus ,False,24,15,False,False,False,True,False
Black-tailed Treecreeper ,Climacteris melanurus ,False,12,20,False,False,False,False,False
Wallace's Fairywren ,Sipodotus wallacii ,False,6,0,False,False,True,True,False
Broad-billed Fairywren ,Chenorhamphus grayi ,False,0,0,False,False,True,True,False
Campbell's Fairywren ,Chenorhamphus campbelli ,False,0,0,False,False,False,True,False
Emperor Fairywren ,Malurus cyanocephalus ,False,28,2,False,False,True,True,False
Lovely Fairywren ,Malurus amabilis ,False,9,3,False,False,False,True,False
Purple-backed Fairywren ,Malurus assimilis ,False,15,5,False,False,False,False,False
Variegated Fairywren ,Malurus lamberti ,False,18,3,False,False,False,True,False
Blue-breasted Fairywren ,Malurus pulcherrimus ,False,7,0,False,False,False,True,False
Red-winged Fairywren ,Malurus elegans ,False,8,1,False,False,False,True,False
Superb Fairywren ,Malurus cyaneus ,False,34,54,False,False,False,True,False
Splendid Fairywren ,Malurus splendens ,False,16,12,False,False,False,True,False
Purple-crowned Fairywren ,Malurus coronatus ,False,4,0,False,False,False,True,False
White-shouldered Fairywren ,Malurus alboscapulatus ,False,8,0,False,False,True,True,False
Red-backed Fairywren ,Malurus melanocephalus ,False,21,12,False,False,False,True,False
White-winged Fairywren ,Malurus leucopterus ,False,11,8,False,False,False,True,False
Orange-crowned Fairywren ,Clytomyias insignis ,False,9,0,False,False,True,True,False
Southern Emu-wren ,Stipiturus malachurus ,False,21,1,False,False,False,True,False
Mallee Emu-wren ,Stipiturus mallee ,False,8,2,False,False,False,True,False
Rufous-crowned Emu-wren ,Stipiturus ruficeps ,False,3,0,False,False,False,True,False
Grey Grasswren ,Amytornis barbatus ,False,2,0,False,False,False,True,False
Black Grasswren ,Amytornis housei ,False,1,0,False,False,False,True,False
White-throated Grasswren ,Amytornis woodwardi ,False,0,0,False,False,False,True,False
Carpentarian Grasswren ,Amytornis dorotheae ,False,3,0,False,False,False,True,False
Short-tailed Grasswren ,Amytornis merrotsyi ,False,6,0,False,False,False,True,False
Striated Grasswren ,Amytornis striatus ,False,9,1,False,False,False,True,False
Eyrean Grasswren ,Amytornis goyderi ,False,6,0,False,False,False,True,False
Western Grasswren ,Amytornis textilis ,False,3,0,False,False,False,True,False
Thick-billed Grasswren ,Amytornis modestus ,False,1,0,False,False,False,True,False
Dusky Grasswren ,Amytornis purnelli ,False,1,0,False,False,False,True,False
Kalkadoon Grasswren ,Amytornis ballarae ,False,3,0,False,False,False,True,False
Black Honeyeater ,Sugomel niger ,False,6,0,False,False,False,True,False
Drab Myzomela ,Myzomela blasii ,False,2,0,False,False,True,False,False
White-chinned Myzomela ,Myzomela albigula ,False,6,0,False,False,True,True,False
Ashy Myzomela ,Myzomela cineracea ,False,1,0,False,False,False,True,False
Ruby-throated Myzomela ,Myzomela eques ,False,0,0,False,False,True,True,False
Dusky Myzomela ,Myzomela obscura ,False,31,23,False,False,True,True,False
Red Myzomela ,Myzomela cruentata ,False,4,0,False,False,True,True,False
Papuan Black Myzomela ,Myzomela nigrita ,False,1,0,False,False,True,True,False
New Ireland Myzomela ,Myzomela pulchella ,False,0,0,False,False,False,True,False
Crimson-hooded Myzomela ,Myzomela kuehni ,False,4,0,False,False,True,False,False
Red-headed Myzomela ,Myzomela erythrocephala ,False,1,0,False,False,True,True,False
