common name,scientific name,extinct,forefront recs,background recs,africa,americas,asia,australasia,europe
Pale-tipped Inezia ,Inezia caudata ,False,26,7,False,True,False,False,False
Flavescent Flycatcher ,Myiophobus flavicans ,False,59,8,False,True,False,False,False
Orange-crested Flycatcher ,Myiophobus phoenicomitra ,False,33,0,False,True,False,False,False
Unadorned Flycatcher ,Myiophobus inornatus ,False,8,0,False,True,False,False,False
Roraiman Flycatcher ,Myiophobus roraimae ,False,28,2,False,True,False,False,False
Olive-chested Flycatcher ,Myiophobus cryptoxanthus ,False,43,7,False,True,False,False,False
Bran-colored Flycatcher ,Myiophobus fasciatus ,False,172,64,False,True,False,False,False
Handsome Flycatcher ,Nephelomyias pulcher ,False,36,9,False,True,False,False,False
Orange-banded Flycatcher ,Nephelomyias lintoni ,False,26,1,False,True,False,False,False
Ochraceous-breasted Flycatcher ,Nephelomyias ochraceiventris ,False,6,0,False,True,False,False,False
Ornate Flycatcher ,Myiotriccus ornatus ,False,123,114,False,True,False,False,False
Many-colored Rush Tyrant ,Tachuris rubrigastra ,False,55,15,False,True,False,False,False
Sharp-tailed Grass Tyrant ,Culicivora caudacuta ,False,41,1,False,True,False,False,False
Drab-breasted Bamboo Tyrant ,Hemitriccus diops ,False,99,72,False,True,False,False,False
Brown-breasted Bamboo Tyrant ,Hemitriccus obsoletus ,False,46,10,False,True,False,False,False
Flammulated Bamboo Tyrant ,Hemitriccus flammulatus ,False,56,106,False,True,False,False,False
Snethlage's Tody-Tyrant ,Hemitriccus minor ,False,88,27,False,True,False,False,False
Yungas Tody-Tyrant ,Hemitriccus spodiops ,False,5,9,False,True,False,False,False
Acre Tody-Tyrant ,Hemitriccus cohnhafti ,False,12,0,False,False,False,False,False
Boat-billed Tody-Tyrant ,Hemitriccus josephinae ,False,18,3,False,True,False,False,False
White-eyed Tody-Tyrant ,Hemitriccus zosterops ,False,69,20,False,True,False,False,False
White-bellied Tody-Tyrant ,Hemitriccus griseipectus ,False,107,110,False,True,False,False,False
Zimmer's Tody-Tyrant ,Hemitriccus minimus ,False,62,11,False,True,False,False,False
Eye-ringed Tody-Tyrant ,Hemitriccus orbitatus ,False,74,25,False,True,False,False,False
Johannes's Tody-Tyrant ,Hemitriccus iohannis ,False,58,43,False,True,False,False,False
Stripe-necked Tody-Tyrant ,Hemitriccus striaticollis ,False,71,15,False,True,False,False,False
Hangnest Tody-Tyrant ,Hemitriccus nidipendulus ,False,40,11,False,True,False,False,False
Pearly-vented Tody-Tyrant ,Hemitriccus margaritaceiventer ,False,191,83,False,True,False,False,False
Pelzeln's Tody-Tyrant ,Hemitriccus inornatus ,False,19,6,False,True,False,False,False
Black-throated Tody-Tyrant ,Hemitriccus granadensis ,False,75,2,False,True,False,False,False
Buff-breasted Tody-Tyrant ,Hemitriccus mirandae ,False,13,4,False,True,False,False,False
Cinnamon-breasted Tody-Tyrant ,Hemitriccus cinnamomeipectus ,False,19,1,False,True,False,False,False
Kaempfer's Tody-Tyrant ,Hemitriccus kaempferi ,False,13,3,False,True,False,False,False
Buff-throated Tody-Tyrant ,Hemitriccus rufigularis ,False,31,1,False,True,False,False,False
Fork-tailed Tody-Tyrant ,Hemitriccus furcatus ,False,55,10,False,True,False,False,False
Eared Pygmy Tyrant ,Myiornis auricularis ,False,118,31,False,True,False,False,False
White-bellied Pygmy Tyrant ,Myiornis albiventris ,False,27,12,False,True,False,False,False
Black-capped Pygmy Tyrant ,Myiornis atricapillus ,False,60,19,False,True,False,False,False
Short-tailed Pygmy Tyrant ,Myiornis ecaudatus ,False,93,20,False,True,False,False,False
Northern Bentbill ,Oncostoma cinereigulare ,False,49,27,False,True,False,False,False
Southern Bentbill ,Oncostoma olivaceum ,False,35,47,False,True,False,False,False
Scale-crested Pygmy Tyrant ,Lophotriccus pileatus ,False,248,155,False,True,False,False,False
Long-crested Pygmy Tyrant ,Lophotriccus eulophotes ,False,31,9,False,True,False,False,False
Double-banded Pygmy Tyrant ,Lophotriccus vitiosus ,False,79,30,False,True,False,False,False
Helmeted Pygmy Tyrant ,Lophotriccus galeatus ,False,131,90,False,True,False,False,False
Pale-eyed Pygmy Tyrant ,Atalotriccus pilaris ,False,70,30,False,True,False,False,False
Rufous-crowned Tody-Flycatcher ,Poecilotriccus ruficeps ,False,57,13,False,True,False,False,False
Lulu's Tody-Flycatcher ,Poecilotriccus luluae ,False,17,1,False,True,False,False,False
White-cheeked Tody-Flycatcher ,Poecilotriccus albifacies ,False,23,1,False,True,False,False,False
Black-and-white Tody-Flycatcher ,Poecilotriccus capitalis ,False,71,10,False,True,False,False,False
Buff-cheeked Tody-Flycatcher ,Poecilotriccus senex ,False,5,0,False,True,False,False,False
Ruddy Tody-Flycatcher ,Poecilotriccus russatus ,False,17,0,False,True,False,False,False
Ochre-faced Tody-Flycatcher ,Poecilotriccus plumbeiceps ,False,114,106,False,True,False,False,False
Smoky-fronted Tody-Flycatcher ,Poecilotriccus fumifrons ,False,28,18,False,True,False,False,False
Rusty-fronted Tody-Flycatcher ,Poecilotriccus latirostris ,False,72,58,False,True,False,False,False
Slaty-headed Tody-Flycatcher ,Poecilotriccus sylvia ,False,81,50,False,True,False,False,False
Golden-winged Tody-Flycatcher ,Poecilotriccus calopterus ,False,29,1,False,True,False,False,False
Black-backed Tody-Flycatcher ,Poecilotriccus pulchellus ,False,10,0,False,True,False,False,False
Black-chested Tyrant ,Taeniotriccus andrei ,False,28,4,False,True,False,False,False
Spotted Tody-Flycatcher ,Todirostrum maculatum ,False,52,73,False,True,False,False,False
Yellow-lored Tody-Flycatcher ,Todirostrum poliocephalum ,False,108,87,False,True,False,False,False
Common Tody-Flycatcher ,Todirostrum cinereum ,False,221,252,False,True,False,False,False
Maracaibo Tody-Flycatcher ,Todirostrum viridanum ,False,8,1,False,True,False,False,False
Painted Tody-Flycatcher ,Todirostrum pictum ,False,46,9,False,True,False,False,False
Yellow-browed Tody-Flycatcher ,Todirostrum chrysocrotaphum ,False,63,22,False,True,False,False,False
Black-headed Tody-Flycatcher ,Todirostrum nigriceps ,False,31,24,False,True,False,False,False
Brownish Twistwing ,Cnipodectes subbrunneus ,False,96,19,False,True,False,False,False
Rufous Twistwing ,Cnipodectes superrufus ,False,25,1,False,False,False,False,False
Eye-ringed Flatbill ,Rhynchocyclus brevirostris ,False,22,3,False,True,False,False,False
Olivaceous Flatbill ,Rhynchocyclus olivaceus ,False,60,29,False,True,False,False,False
Pacific Flatbill ,Rhynchocyclus pacificus ,False,10,4,False,True,False,False,False
Fulvous-breasted Flatbill ,Rhynchocyclus fulvipectus ,False,10,0,False,True,False,False,False
Yellow-olive Flatbill ,Tolmomyias sulphurescens ,False,451,294,False,True,False,False,False
Orange-eyed Flatbill ,Tolmomyias traylori ,False,31,2,False,True,False,False,False
Zimmer's Flatbill ,Tolmomyias assimilis ,False,100,115,False,True,False,False,False
Yellow-margined Flatbill ,Tolmomyias flavotectus ,False,32,25,False,True,False,False,False
Grey-crowned Flatbill ,Tolmomyias poliocephalus ,False,157,123,False,True,False,False,False
Ochre-lored Flatbill ,Tolmomyias flaviventris ,False,175,233,False,True,False,False,False
Olive-faced Flatbill ,Tolmomyias viridiceps ,False,80,47,False,False,False,False,False
Kinglet Calyptura ,Calyptura cristata ,False,0,0,False,False,False,False,False
Cinnamon-crested Spadebill ,Platyrinchus saturatus ,False,27,2,False,True,False,False,False
Stub-tailed Spadebill ,Platyrinchus cancrominus ,False,21,0,False,True,False,False,False
White-throated Spadebill ,Platyrinchus mystaceus ,False,213,42,False,True,False,False,False
Golden-crowned Spadebill ,Platyrinchus coronatus ,False,99,26,False,True,False,False,False
Yellow-throated Spadebill ,Platyrinchus flavigularis ,False,20,2,False,True,False,False,False
White-crested Spadebill ,Platyrinchus platyrhynchos ,False,97,26,False,True,False,False,False
Russet-winged Spadebill ,Platyrinchus leucoryphus ,False,36,2,False,True,False,False,False
Cinnamon Neopipo ,Neopipo cinnamomea ,False,42,1,False,True,False,False,False
Cinnamon Flycatcher ,Pyrrhomyias cinnamomeus ,False,180,76,False,True,False,False,False
Cliff Flycatcher ,Hirundinea ferruginea ,False,96,16,False,True,False,False,False
Euler's Flycatcher ,Lathrotriccus euleri ,False,300,141,False,True,False,False,False
Grey-breasted Flycatcher ,Lathrotriccus griseipectus ,False,41,6,False,True,False,False,False
Tawny-chested Flycatcher ,Aphanotriccus capitalis ,False,12,2,False,True,False,False,False
Black-billed Flycatcher ,Aphanotriccus audax ,False,16,1,False,True,False,False,False
Fuscous Flycatcher ,Cnemotriccus fuscatus ,False,175,49,False,True,False,False,False
Belted Flycatcher ,Xenotriccus callizonus ,False,25,0,False,True,False,False,False
Pileated Flycatcher ,Xenotriccus mexicanus ,False,21,1,False,True,False,False,False
Eastern Phoebe ,Sayornis phoebe ,False,124,101,False,True,False,False,True
Black Phoebe ,Sayornis nigricans ,False,153,138,False,True,False,False,False
Say's Phoebe ,Sayornis saya ,False,81,40,False,True,False,False,False
Northern Tufted Flycatcher ,Mitrephanes phaeocercus ,False,84,59,False,True,False,False,False
Olive Tufted Flycatcher ,Mitrephanes olivaceus ,False,11,4,False,True,False,False,False
Olive-sided Flycatcher ,Contopus cooperi ,False,169,134,False,True,False,False,False
Greater Pewee ,Contopus pertinax ,False,105,241,False,True,False,False,False
Dark Pewee ,Contopus lugubris ,False,9,2,False,True,False,False,False
Smoke-colored Pewee ,Contopus fumigatus ,False,110,109,False,True,False,False,False
Ochraceous Pewee ,Contopus ochraceus ,False,10,1,False,True,False,False,False
Western Wood Pewee ,Contopus sordidulus ,False,234,590,False,True,False,False,False
Eastern Wood Pewee ,Contopus virens ,False,207,259,False,True,False,False,False
Tropical Pewee ,Contopus cinereus ,False,109,60,False,True,False,False,False
Tumbes Pewee ,Contopus punensis ,False,33,6,False,False,False,False,False
White-throated Pewee ,Contopus albogularis ,False,6,0,False,True,False,False,False
Blackish Pewee ,Contopus nigrescens ,False,51,5,False,True,False,False,False
Cuban Pewee ,Contopus caribaeus ,False,8,3,False,False,False,False,False
Hispaniolan Pewee ,Contopus hispaniolensis ,False,1,1,False,True,False,False,False
Jamaican Pewee ,Contopus pallidus ,False,4,0,False,False,False,False,False
Lesser Antillean Pewee ,Contopus latirostris ,False,10,0,False,False,False,False,False
Yellow-bellied Flycatcher ,Empidonax flaviventris ,False,140,75,False,True,False,False,False
Acadian Flycatcher ,Empidonax virescens ,False,189,113,False,True,False,False,False
Willow Flycatcher ,Empidonax traillii ,False,247,87,False,True,False,False,False
Alder Flycatcher ,Empidonax alnorum ,False,256,174,False,True,False,False,True
White-throated Flycatcher ,Empidonax albigularis ,False,24,3,False,True,False,False,False
Least Flycatcher ,Empidonax minimus ,False,220,227,False,True,False,False,False
Hammond's Flycatcher ,Empidonax hammondii ,False,155,80,False,True,False,False,False
American Dusky Flycatcher ,Empidonax oberholseri ,False,139,100,False,True,False,False,False
American Grey Flycatcher ,Empidonax wrightii ,False,105,44,False,True,False,False,False
Pine Flycatcher ,Empidonax affinis ,False,34,3,False,True,False,False,False
Pacific-slope Flycatcher ,Empidonax difficilis ,False,227,260,False,True,False,False,False
Cordilleran Flycatcher ,Empidonax occidentalis ,False,151,141,False,True,False,False,False
Yellowish Flycatcher ,Empidonax flavescens ,False,50,65,False,True,False,False,False
Buff-breasted Flycatcher ,Empidonax fulvifrons ,False,88,28,False,True,False,False,False
Black-capped Flycatcher ,Empidonax atriceps ,False,25,4,False,True,False,False,False
Scarlet Flycatcher ,Pyrocephalus rubinus ,False,22,1,False,True,False,False,False
Vermilion Flycatcher ,Pyrocephalus obscurus ,False,89,81,False,False,False,False,False
Darwin's Flycatcher ,Pyrocephalus nanus ,False,6,0,False,False,False,False,False
San Cristobal Flycatcher ,Pyrocephalus dubius ,True,0,0,False,False,False,False,False
Austral Negrito ,Lessonia rufa ,False,10,0,False,True,False,False,False
Andean Negrito ,Lessonia oreas ,False,6,0,False,True,False,False,False
Cinereous Tyrant ,Knipolegus striaticeps ,False,4,3,False,True,False,False,False
Hudson's Black Tyrant ,Knipolegus hudsoni ,False,5,1,False,True,False,False,False
Amazonian Black Tyrant ,Knipolegus poecilocercus ,False,7,1,False,True,False,False,False
Jelski's Black Tyrant ,Knipolegus signatus ,False,0,0,False,True,False,False,False
Plumbeous Tyrant ,Knipolegus cabanisi ,False,5,1,False,False,False,False,False
Blue-billed Black Tyrant ,Knipolegus cyanirostris ,False,9,0,False,True,False,False,False
Rufous-tailed Tyrant ,Knipolegus poecilurus ,False,17,0,False,True,False,False,False
Riverside Tyrant ,Knipolegus orenocensis ,False,10,6,False,True,False,False,False
White-winged Black Tyrant ,Knipolegus aterrimus ,False,32,8,False,True,False,False,False
Sao Francisco Black Tyrant ,Knipolegus franciscanus ,False,0,0,False,False,False,False,False
Crested Black Tyrant ,Knipolegus lophotes ,False,9,0,False,True,False,False,False
Velvety Black Tyrant ,Knipolegus nigerrimus ,False,8,0,False,True,False,False,False
Spectacled Tyrant ,Hymenops perspicillatus ,False,22,0,False,True,False,False,False
Drab Water Tyrant ,Ochthornis littoralis ,False,21,1,False,True,False,False,False
Yellow-browed Tyrant ,Satrapa icterophrys ,False,12,0,False,True,False,False,False
Little Ground Tyrant ,Muscisaxicola fluviatilis ,False,0,0,False,True,False,False,False
Spot-billed Ground Tyrant ,Muscisaxicola maculirostris ,False,17,0,False,True,False,False,False
Taczanowski's Ground Tyrant ,Muscisaxicola griseus ,False,1,1,False,True,False,False,False
Puna Ground Tyrant ,Muscisaxicola juninensis ,False,1,0,False,True,False,False,False
Cinereous Ground Tyrant ,Muscisaxicola cinereus ,False,1,0,False,True,False,False,False
White-fronted Ground Tyrant ,Muscisaxicola albifrons ,False,2,1,False,True,False,False,False
Ochre-naped Ground Tyrant ,Muscisaxicola flavinucha ,False,4,0,False,True,False,False,False
Rufous-naped Ground Tyrant ,Muscisaxicola rufivertex ,False,4,0,False,True,False,False,False
Dark-faced Ground Tyrant ,Muscisaxicola maclovianus ,False,5,0,False,True,False,False,False
White-browed Ground Tyrant ,Muscisaxicola albilora ,False,13,0,False,True,False,False,False
Paramo Ground Tyrant ,Muscisaxicola alpinus ,False,8,0,False,True,False,False,False
Cinnamon-bellied Ground Tyrant ,Muscisaxicola capistratus ,False,7,0,False,True,False,False,False
Black-fronted Ground Tyrant ,Muscisaxicola frontalis ,False,1,0,False,True,False,False,False
Black-billed Shrike-Tyrant ,Agriornis montanus ,False,19,16,False,True,False,False,False
White-tailed Shrike-Tyrant ,Agriornis albicauda ,False,21,1,False,True,False,False,False
Great Shrike-Tyrant ,Agriornis lividus ,False,8,0,False,True,False,False,False
Grey-bellied Shrike-Tyrant ,Agriornis micropterus ,False,1,0,False,True,False,False,False
Lesser Shrike-Tyrant ,Agriornis murinus ,False,1,0,False,True,False,False,False
Fire-eyed Diucon ,Xolmis pyrope ,False,35,0,False,True,False,False,False
Grey Monjita ,Xolmis cinereus ,False,32,2,False,True,False,False,False
Black-crowned Monjita ,Xolmis coronatus ,False,2,0,False,True,False,False,False
White-rumped Monjita ,Xolmis velatus ,False,14,0,False,True,False,False,False
White Monjita ,Xolmis irupero ,False,12,2,False,True,False,False,False
Rusty-backed Monjita ,Xolmis rubetra ,False,0,0,False,True,False,False,False
Salinas Monjita ,Xolmis salinarum ,False,10,0,False,False,False,False,False
Black-and-white Monjita ,Heteroxolmis dominicana ,False,10,0,False,True,False,False,False
Streak-throated Bush Tyrant ,Myiotheretes striaticollis ,False,53,6,False,True,False,False,False
Santa Marta Bush Tyrant ,Myiotheretes pernix ,False,18,0,False,True,False,False,False
Smoky Bush Tyrant ,Myiotheretes fumigatus ,False,56,23,False,True,False,False,False
Rufous-bellied Bush Tyrant ,Myiotheretes fuscorufus ,False,9,0,False,True,False,False,False
Red-rumped Bush Tyrant ,Cnemarchus erythropygius ,False,9,0,False,True,False,False,False
Rufous-webbed Bush Tyrant ,Polioxolmis rufipennis ,False,4,0,False,True,False,False,False
Chocolate-vented Tyrant ,Neoxolmis rufiventris ,False,5,0,False,True,False,False,False
Streamer-tailed Tyrant ,Gubernetes yetapa ,False,64,19,False,True,False,False,False
Shear-tailed Grey Tyrant ,Muscipipra vetula ,False,48,4,False,True,False,False,False
Pied Water Tyrant ,Fluvicola pica ,False,22,4,False,True,False,False,False
Black-backed Water Tyrant ,Fluvicola albiventer ,False,17,0,False,True,False,False,False
Masked Water Tyrant ,Fluvicola nengeta ,False,59,29,False,True,False,False,False
White-headed Marsh Tyrant ,Arundinicola leucocephala ,False,24,2,False,True,False,False,False
Cock-tailed Tyrant ,Alectrurus tricolor ,False,1,0,False,True,False,False,False
Strange-tailed Tyrant ,Alectrurus risora ,False,3,0,False,True,False,False,False
Tumbes Tyrant ,Tumbezia salvini ,False,22,4,False,True,False,False,False
Crowned Chat-Tyrant ,Silvicultrix frontalis ,False,15,3,False,True,False,False,False
Kalinowski's Chat-Tyrant ,Silvicultrix spodionota ,False,9,1,False,False,False,False,False
Golden-browed Chat-Tyrant ,Silvicultrix pulchella ,False,17,5,False,True,False,False,False
Yellow-bellied Chat-Tyrant ,Silvicultrix diadema ,False,43,4,False,True,False,False,False
Jelski's Chat-Tyrant ,Silvicultrix jelskii ,False,20,5,False,True,False,False,False
Slaty-backed Chat-Tyrant ,Ochthoeca cinnamomeiventris ,False,82,9,False,True,False,False,False
Blackish Chat-Tyrant ,Ochthoeca nigrita ,False,1,0,False,False,False,False,False
Maroon-belted Chat-Tyrant ,Ochthoeca thoracica ,False,30,4,False,False,False,False,False
Rufous-breasted Chat-Tyrant ,Ochthoeca rufipectoralis ,False,46,39,False,True,False,False,False
Brown-backed Chat-Tyrant ,Ochthoeca fumicolor ,False,45,6,False,True,False,False,False
D'Orbigny's Chat-Tyrant ,Ochthoeca oenanthoides ,False,15,2,False,True,False,False,False
White-browed Chat-Tyrant ,Ochthoeca leucophrys ,False,23,4,False,True,False,False,False
Piura Chat-Tyrant ,Ochthoeca piurae ,False,11,0,False,True,False,False,False
Patagonian Tyrant ,Colorhamphus parvirostris ,False,23,0,False,True,False,False,False
Long-tailed Tyrant ,Colonia colonus ,False,115,55,False,True,False,False,False
Short-tailed Field Tyrant ,Muscigralla brevicauda ,False,18,3,False,True,False,False,False
Cattle Tyrant ,Machetornis rixosa ,False,87,25,False,True,False,False,False
Piratic Flycatcher ,Legatus leucophaius ,False,264,477,False,True,False,False,False
White-bearded Flycatcher ,Phelpsia inornata ,False,10,0,False,True,False,False,False
Rusty-margined Flycatcher ,Myiozetetes cayanensis ,False,178,225,False,True,False,False,False
Social Flycatcher ,Myiozetetes similis ,False,339,446,False,True,False,False,False
Grey-capped Flycatcher ,Myiozetetes granadensis ,False,93,86,False,True,False,False,False
Dusky-chested Flycatcher ,Myiozetetes luteiventris ,False,66,31,False,True,False,False,False
Great Kiskadee ,Pitangus sulphuratus ,False,494,1773,False,True,False,False,False
Lesser Kiskadee ,Philohydor lictor ,False,93,22,False,True,False,False,False
White-ringed Flycatcher ,Conopias albovittatus ,False,33,17,False,True,False,False,False
Yellow-throated Flycatcher ,Conopias parvus ,False,81,31,False,True,False,False,False
Three-striped Flycatcher ,Conopias trivirgatus ,False,59,10,False,True,False,False,False
Lemon-browed Flycatcher ,Conopias cinchoneti ,False,41,8,False,True,False,False,False
Golden-bellied Flycatcher ,Myiodynastes hemichrysus ,False,7,0,False,True,False,False,False
Golden-crowned Flycatcher ,Myiodynastes chrysocephalus ,False,163,26,False,True,False,False,False
Baird's Flycatcher ,Myiodynastes bairdii ,False,35,4,False,True,False,False,False
Sulphur-bellied Flycatcher ,Myiodynastes luteiventris ,False,180,262,False,True,False,False,False
Streaked Flycatcher ,Myiodynastes maculatus ,False,274,188,False,True,False,False,False
Boat-billed Flycatcher ,Megarynchus pitangua ,False,379,279,False,True,False,False,False
Sulphury Flycatcher ,Tyrannopsis sulphurea ,False,77,8,False,True,False,False,False
Variegated Flycatcher ,Empidonomus varius ,False,77,17,False,True,False,False,False
Crowned Slaty Flycatcher ,Griseotyrannus aurantioatrocristatus ,False,41,2,False,True,False,False,False
Snowy-throated Kingbird ,Tyrannus niveigularis ,False,24,4,False,True,False,False,False
White-throated Kingbird ,Tyrannus albogularis ,False,23,2,False,True,False,False,False
Tropical Kingbird ,Tyrannus melancholicus ,False,388,783,False,True,False,False,False
Couch's Kingbird ,Tyrannus couchii ,False,70,37,False,True,False,False,False
Cassin's Kingbird ,Tyrannus vociferans ,False,151,291,False,True,False,False,False
Thick-billed Kingbird ,Tyrannus crassirostris ,False,110,335,False,True,False,False,False
Western Kingbird ,Tyrannus verticalis ,False,105,167,False,True,False,False,False
Scissor-tailed Flycatcher ,Tyrannus forficatus ,False,37,20,False,True,False,False,False
Fork-tailed Flycatcher ,Tyrannus savana ,False,69,16,False,True,False,False,False
Eastern Kingbird ,Tyrannus tyrannus ,False,101,175,False,True,False,False,False
Grey Kingbird ,Tyrannus dominicensis ,False,75,63,False,True,False,False,False
Giant Kingbird ,Tyrannus cubensis ,False,4,1,False,True,False,False,False
Loggerhead Kingbird ,Tyrannus caudifasciatus ,False,21,5,False,True,False,False,False
Greyish Mourner ,Rhytipterna simplex ,False,154,211,False,True,False,False,False
Pale-bellied Mourner ,Rhytipterna immunda ,False,25,0,False,True,False,False,False
Rufous Mourner ,Rhytipterna holerythra ,False,48,36,False,True,False,False,False
Sibilant Sirystes ,Sirystes sibilator ,False,97,70,False,True,False,False,False
White-rumped Sirystes ,Sirystes albocinereus ,False,33,21,False,False,False,False,False
Todd's Sirystes ,Sirystes subcanescens ,False,13,5,False,False,False,False,False
Choco Sirystes ,Sirystes albogriseus ,False,13,6,False,True,False,False,False
Rufous Casiornis ,Casiornis rufus ,False,38,4,False,True,False,False,False
Ash-throated Casiornis ,Casiornis fuscus ,False,9,0,False,True,False,False,False
Rufous Flycatcher ,Myiarchus semirufus ,False,5,2,False,True,False,False,False
Yucatan Flycatcher ,Myiarchus yucatanensis ,False,14,2,False,True,False,False,False
Sad Flycatcher ,Myiarchus barbirostris ,False,4,1,False,False,False,False,False
Dusky-capped Flycatcher ,Myiarchus tuberculifer ,False,397,612,False,True,False,False,False
Swainson's Flycatcher ,Myiarchus swainsoni ,False,146,36,False,True,False,False,False
Venezuelan Flycatcher ,Myiarchus venezuelensis ,False,6,3,False,True,False,False,False
Panamanian Flycatcher ,Myiarchus panamensis ,False,13,6,False,True,False,False,False
Short-crested Flycatcher ,Myiarchus ferox ,False,160,106,False,True,False,False,False
Apical Flycatcher ,Myiarchus apicalis ,False,34,8,False,True,False,False,False
Pale-edged Flycatcher ,Myiarchus cephalotes ,False,56,23,False,True,False,False,False
Sooty-crowned Flycatcher ,Myiarchus phaeocephalus ,False,14,2,False,True,False,False,False
Ash-throated Flycatcher ,Myiarchus cinerascens ,False,228,396,False,True,False,False,False
Nutting's Flycatcher ,Myiarchus nuttingi ,False,143,104,False,True,False,False,False
Great Crested Flycatcher ,Myiarchus crinitus ,False,235,244,False,True,False,False,False
Brown-crested Flycatcher ,Myiarchus tyrannulus ,False,494,1097,False,True,False,False,False
Galapagos Flycatcher ,Myiarchus magnirostris ,False,3,0,False,False,False,False,False
Grenada Flycatcher ,Myiarchus nugator ,False,1,0,False,False,False,False,False
Rufous-tailed Flycatcher ,Myiarchus validus ,False,3,0,False,False,False,False,False
La Sagra's Flycatcher ,Myiarchus sagrae ,False,20,3,False,True,False,False,False
Stolid Flycatcher ,Myiarchus stolidus ,False,6,2,False,True,False,False,False
Puerto Rican Flycatcher ,Myiarchus antillarum ,False,8,3,False,True,False,False,False
Lesser Antillean Flycatcher ,Myiarchus oberi ,False,3,0,False,False,False,False,False
Flammulated Flycatcher ,Deltarhynchus flammulatus ,False,27,3,False,True,False,False,False
Large-headed Flatbill ,Ramphotrigon megacephalum ,False,115,183,False,True,False,False,False
Rufous-tailed Flatbill ,Ramphotrigon ruficauda ,False,117,61,False,True,False,False,False
Dusky-tailed Flatbill ,Ramphotrigon fuscicauda ,False,59,59,False,True,False,False,False
Rufous-tailed Attila ,Attila phoenicurus ,False,64,99,False,True,False,False,False
Cinnamon Attila ,Attila cinnamomeus ,False,133,107,False,True,False,False,False
Ochraceous Attila ,Attila torridus ,False,45,10,False,True,False,False,False
Citron-bellied Attila ,Attila citriniventris ,False,102,30,False,True,False,False,False
White-eyed Attila ,Attila bolivianus ,False,72,60,False,True,False,False,False
Grey-hooded Attila ,Attila rufus ,False,130,164,False,True,False,False,False
Bright-rumped Attila ,Attila spadiceus ,False,381,528,False,True,False,False,False
Red-crested Cotinga ,Ampelion rubrocristatus ,False,26,5,False,True,False,False,False
Chestnut-crested Cotinga ,Ampelion rufaxilla ,False,18,3,False,True,False,False,False
Swallow-tailed Cotinga ,Phibalura flavirostris ,False,4,0,False,True,False,False,False
Palkachupa Cotinga ,Phibalura boliviana ,False,0,0,False,False,False,False,False
White-cheeked Cotinga ,Zaratornis stresemanni ,False,3,0,False,True,False,False,False
Chestnut-bellied Cotinga ,Doliornis remseni ,False,7,0,False,True,False,False,False
Bay-vented Cotinga ,Doliornis sclateri ,False,11,0,False,True,False,False,False
Peruvian Plantcutter ,Phytotoma raimondii ,False,25,1,False,True,False,False,False
White-tipped Plantcutter ,Phytotoma rutila ,False,41,17,False,True,False,False,False
Rufous-tailed Plantcutter ,Phytotoma rara ,False,19,1,False,True,False,False,False
Hooded Berryeater ,Carpornis cucullata ,False,71,342,False,True,False,False,False
Black-headed Berryeater ,Carpornis melanocephala ,False,20,15,False,True,False,False,False
Green-and-black Fruiteater ,Pipreola riefferii ,False,127,19,False,True,False,False,False
Band-tailed Fruiteater ,Pipreola intermedia ,False,13,3,False,True,False,False,False
Barred Fruiteater ,Pipreola arcuata ,False,68,23,False,True,False,False,False
Golden-breasted Fruiteater ,Pipreola aureopectus ,False,45,9,False,True,False,False,False
Orange-breasted Fruiteater ,Pipreola jucunda ,False,31,4,False,True,False,False,False
Black-chested Fruiteater ,Pipreola lubomirskii ,False,14,1,False,True,False,False,False
Masked Fruiteater ,Pipreola pulchra ,False,7,0,False,True,False,False,False
Scarlet-breasted Fruiteater ,Pipreola frontalis ,False,21,1,False,True,False,False,False
Fiery-throated Fruiteater ,Pipreola chlorolepidota ,False,10,0,False,True,False,False,False
Handsome Fruiteater ,Pipreola formosa ,False,7,0,False,True,False,False,False
Red-banded Fruiteater ,Pipreola whitelyi ,False,12,1,False,True,False,False,False
Scaled Fruiteater ,Ampelioides tschudii ,False,40,4,False,True,False,False,False
Guianan Cock-of-the-rock ,Rupicola rupicola ,False,47,3,False,True,False,False,False
Andean Cock-of-the-rock ,Rupicola peruvianus ,False,117,17,False,True,False,False,False
Guianan Red Cotinga ,Phoenicircus carnifex ,False,28,8,False,True,False,False,False
Black-necked Red Cotinga ,Phoenicircus nigricollis ,False,32,1,False,True,False,False,False
Lovely Cotinga ,Cotinga amabilis ,False,3,0,False,True,False,False,False
Turquoise Cotinga ,Cotinga ridgwayi ,False,5,0,False,True,False,False,False
Blue Cotinga ,Cotinga nattererii ,False,3,0,False,True,False,False,False
Plum-throated Cotinga ,Cotinga maynana ,False,8,1,False,True,False,False,False
Purple-breasted Cotinga ,Cotinga cotinga ,False,1,0,False,True,False,False,False
Banded Cotinga ,Cotinga maculata ,False,3,0,False,True,False,False,False
Spangled Cotinga ,Cotinga cayana ,False,10,0,False,True,False,False,False
Three-wattled Bellbird ,Procnias tricarunculatus ,False,64,26,False,True,False,False,False
White Bellbird ,Procnias albus ,False,45,43,False,True,False,False,False
Bearded Bellbird ,Procnias averano ,False,68,38,False,True,False,False,False
Bare-throated Bellbird ,Procnias nudicollis ,False,122,577,False,True,False,False,False
Black-and-gold Cotinga ,Tijuca atra ,False,55,91,False,True,False,False,False
